,Labels,Item sets
84,"[0.1, 0.15, 0.15, 0.6, 0.25, 0.2, 0.55, 1]","[(34, 5), (18, 8), (18, 26), (73, 22), (90, 38), (65, 15), (53, 6), (29, 13), (54, 63), (88, 31), (33, 99), (89, 4), (75, 42), (91, 59), (29, 55), (23, 36), (48, 27), (65, 33), (84, 43), (73, 74)]"
85,"[0.05, 0.15, 0.05, 0.75, 0.45, 0.1, 0.45, 1]","[(88, 95), (71, 2), (48, 97), (51, 91), (50, 41), (47, 51), (53, 29), (66, 5), (53, 25), (5, 15), (11, 93), (31, 23), (37, 1), (6, 63), (8, 46), (21, 79), (25, 18), (86, 5), (63, 58), (33, 78)]"
86,"[0.15, 0.15, 0.05, 0.65, 0.35, 0.3, 0.35, 1]","[(83, 97), (34, 81), (19, 95), (95, 79), (15, 20), (61, 34), (79, 62), (11, 41), (61, 15), (28, 18), (5, 7), (80, 15), (9, 50), (75, 14), (38, 37), (41, 88), (21, 41), (86, 95), (75, 5), (95, 37)]"
87,"[0.1, 0.2, 0.2, 0.5, 0.5, 0.25, 0.25, 1]","[(72, 21), (73, 5), (48, 9), (30, 40), (72, 67), (78, 1), (43, 88), (18, 5), (2, 85), (19, 70), (61, 62), (54, 55), (83, 47), (57, 92), (56, 52), (67, 93), (60, 52), (5, 42), (63, 40), (25, 50)]"
88,"[0.05, 0.25, 0.1, 0.6, 0.5, 0.15, 0.35, 1]","[(58, 67), (94, 46), (69, 21), (6, 32), (66, 85), (21, 96), (41, 44), (68, 32), (18, 91), (32, 55), (50, 71), (87, 24), (75, 2), (69, 61), (21, 37), (70, 67), (13, 28), (93, 27), (49, 64), (8, 70)]"
89,"[0.2, 0.1, 0.1, 0.6, 0.5, 0.25, 0.25, 1]","[(29, 98), (8, 47), (58, 49), (2, 36), (14, 37), (73, 5), (78, 75), (2, 25), (54, 92), (17, 35), (82, 57), (35, 56), (89, 73), (76, 25), (99, 85), (27, 30), (33, 66), (31, 18), (94, 77), (15, 90)]"
90,"[0.15, 0.2, 0.15, 0.5, 0.45, 0.2, 0.35, 1]","[(85, 7), (69, 69), (70, 48), (88, 32), (14, 37), (31, 79), (92, 97), (69, 10), (12, 1), (42, 23), (28, 13), (20, 53), (19, 32), (9, 65), (51, 52), (66, 42), (70, 53), (83, 70), (83, 68), (91, 42)]"
91,"[0.1, 0.1, 0.05, 0.75, 0.35, 0.2, 0.45, 1]","[(73, 27), (83, 29), (83, 10), (90, 21), (10, 66), (88, 82), (39, 57), (19, 29), (64, 11), (72, 43), (48, 29), (3, 81), (55, 83), (49, 50), (83, 91), (43, 36), (7, 89), (93, 40), (87, 16), (79, 29)]"
92,"[0.15, 0.15, 0.05, 0.65, 0.4, 0.25, 0.35, 1]","[(45, 28), (5, 40), (25, 22), (63, 77), (69, 89), (60, 16), (49, 79), (50, 15), (35, 50), (40, 58), (64, 99), (96, 36), (2, 64), (1, 3), (4, 46), (8, 20), (85, 68), (34, 43), (33, 4), (50, 64)]"
93,"[0.25, 0.05, 0.1, 0.6, 0.5, 0.05, 0.45, 1]","[(46, 15), (6, 93), (66, 85), (76, 93), (27, 88), (54, 99), (92, 31), (95, 7), (26, 66), (46, 84), (26, 20), (44, 20), (20, 29), (95, 21), (97, 24), (98, 97), (4, 5), (99, 62), (2, 88), (69, 44)]"
94,"[0.15, 0.15, 0.15, 0.55, 0.4, 0.15, 0.45, 1]","[(49, 72), (97, 75), (33, 42), (72, 49), (81, 22), (51, 56), (75, 41), (50, 24), (63, 5), (19, 11), (87, 11), (35, 26), (18, 31), (14, 5), (44, 80), (81, 79), (33, 97), (47, 33), (87, 72), (16, 88)]"
95,"[0.05, 0.25, 0.15, 0.55, 0.4, 0.4, 0.2, 1]","[(79, 74), (17, 56), (6, 7), (45, 41), (20, 69), (74, 54), (41, 37), (49, 26), (43, 92), (82, 48), (50, 91), (66, 42), (76, 38), (13, 41), (26, 54), (29, 23), (84, 49), (79, 32), (39, 36), (27, 78)]"
96,"[0.2, 0.25, 0.0, 0.55, 0.6, 0.1, 0.3, 1]","[(55, 14), (90, 56), (92, 61), (21, 26), (54, 87), (81, 59), (3, 69), (93, 96), (44, 28), (19, 73), (81, 73), (26, 82), (46, 49), (19, 22), (16, 96), (42, 10), (80, 48), (60, 68), (93, 53), (66, 24)]"
97,"[0.2, 0.15, 0.1, 0.55, 0.55, 0.1, 0.35, 1]","[(97, 84), (52, 41), (59, 76), (22, 13), (67, 48), (20, 93), (52, 67), (35, 65), (67, 94), (5, 27), (43, 17), (47, 86), (93, 97), (6, 18), (36, 14), (38, 69), (1, 57), (22, 10), (94, 74), (1, 4)]"
98,"[0.05, 0.1, 0.1, 0.75, 0.25, 0.15, 0.6, 1]","[(40, 46), (7, 86), (78, 46), (94, 16), (34, 80), (73, 22), (99, 49), (51, 1), (40, 3), (35, 93), (40, 29), (57, 5), (3, 85), (96, 56), (66, 28), (42, 9), (28, 29), (1, 32), (20, 14), (25, 8)]"
99,"[0.15, 0.15, 0.2, 0.5, 0.45, 0.25, 0.3, 1]","[(76, 30), (57, 35), (35, 67), (56, 25), (32, 90), (96, 69), (51, 31), (97, 39), (51, 93), (95, 34), (94, 34), (61, 27), (11, 76), (96, 69), (55, 38), (29, 93), (61, 5), (47, 77), (65, 77), (60, 18)]"
100,"[0.25, 0.15, 0.1, 0.5, 0.6, 0.1, 0.3, 1]","[(5, 58), (79, 99), (76, 51), (59, 57), (29, 63), (44, 15), (94, 77), (69, 77), (83, 98), (97, 60), (13, 69), (72, 15), (41, 72), (91, 50), (19, 49), (60, 53), (92, 13), (60, 29), (32, 8), (13, 1)]"
101,"[0.2, 0.15, 0.2, 0.45, 0.4, 0.4, 0.2, 1]","[(69, 32), (87, 39), (97, 65), (59, 4), (30, 89), (23, 35), (78, 47), (77, 97), (37, 70), (8, 46), (14, 42), (14, 11), (66, 49), (62, 76), (40, 55), (94, 80), (81, 31), (57, 92), (68, 36), (36, 37)]"
102,"[0.2, 0.15, 0.05, 0.6, 0.5, 0.15, 0.35, 1]","[(16, 11), (78, 82), (17, 44), (14, 80), (55, 61), (92, 89), (70, 65), (54, 30), (83, 24), (59, 99), (35, 59), (56, 35), (99, 46), (43, 54), (96, 6), (92, 68), (98, 29), (17, 56), (72, 25), (46, 9)]"
103,"[0.1, 0.1, 0.1, 0.7, 0.55, 0.2, 0.25, 1]","[(55, 15), (70, 92), (29, 26), (8, 54), (31, 48), (19, 44), (59, 34), (11, 12), (10, 78), (87, 52), (74, 23), (31, 32), (1, 72), (96, 86), (65, 44), (1, 80), (2, 54), (78, 61), (6, 66), (31, 85)]"
104,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.2, 0.3, 1]","[(82, 56), (22, 75), (13, 82), (69, 54), (73, 37), (64, 80), (38, 22), (59, 21), (95, 18), (76, 27), (35, 38), (73, 97), (27, 41), (19, 31), (37, 70), (77, 66), (7, 84), (48, 75), (86, 19), (37, 34)]"
105,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.15, 0.4, 1]","[(64, 23), (10, 20), (88, 46), (99, 85), (78, 29), (60, 61), (1, 15), (56, 64), (51, 21), (38, 28), (79, 48), (22, 70), (78, 68), (25, 27), (73, 99), (90, 25), (49, 54), (39, 56), (33, 40), (27, 51)]"
106,"[0.1, 0.05, 0.05, 0.8, 0.4, 0.1, 0.5, 1]","[(14, 6), (21, 20), (96, 30), (73, 50), (46, 15), (6, 69), (10, 75), (24, 65), (13, 97), (4, 7), (33, 71), (70, 10), (20, 27), (33, 26), (40, 19), (63, 98), (23, 79), (24, 43), (52, 32), (96, 55)]"
107,"[0.15, 0.1, 0.1, 0.65, 0.35, 0.35, 0.3, 1]","[(11, 32), (8, 97), (99, 56), (17, 10), (98, 32), (4, 41), (91, 36), (81, 92), (42, 28), (22, 48), (61, 17), (71, 49), (70, 29), (5, 50), (75, 82), (88, 54), (23, 65), (12, 43), (11, 73), (2, 42)]"
108,"[0.1, 0.2, 0.05, 0.65, 0.4, 0.2, 0.4, 1]","[(48, 35), (62, 85), (4, 43), (1, 70), (13, 35), (3, 30), (4, 6), (96, 82), (39, 95), (78, 15), (73, 4), (99, 24), (41, 12), (32, 16), (23, 89), (71, 44), (19, 8), (52, 86), (55, 63), (53, 85)]"
109,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.25, 0.3, 1]","[(54, 98), (84, 52), (33, 21), (33, 25), (40, 50), (81, 5), (54, 45), (54, 63), (99, 64), (21, 83), (75, 66), (20, 80), (55, 47), (76, 60), (34, 41), (42, 1), (95, 15), (73, 91), (99, 2), (14, 50)]"
110,"[0.15, 0.15, 0.1, 0.6, 0.4, 0.2, 0.4, 1]","[(98, 6), (60, 37), (93, 52), (88, 46), (71, 7), (44, 7), (46, 5), (85, 63), (98, 23), (39, 45), (71, 70), (70, 10), (85, 70), (64, 50), (26, 52), (27, 51), (94, 24), (64, 87), (49, 24), (28, 92)]"
111,"[0.15, 0.05, 0.2, 0.6, 0.5, 0.2, 0.3, 1]","[(15, 40), (71, 78), (13, 10), (85, 72), (79, 31), (11, 93), (50, 48), (46, 57), (20, 8), (72, 62), (74, 25), (42, 66), (8, 51), (9, 72), (34, 16), (45, 47), (90, 37), (71, 17), (61, 96), (40, 76)]"
112,"[0.3, 0.1, 0.1, 0.5, 0.6, 0.15, 0.25, 1]","[(99, 81), (72, 76), (8, 98), (51, 40), (2, 79), (20, 13), (77, 10), (26, 81), (66, 99), (51, 50), (23, 49), (5, 12), (98, 31), (96, 80), (95, 10), (62, 71), (79, 52), (82, 84), (79, 76), (19, 82)]"
113,"[0.15, 0.1, 0.05, 0.7, 0.4, 0.1, 0.5, 1]","[(76, 7), (17, 80), (77, 73), (40, 9), (49, 7), (29, 15), (26, 95), (72, 99), (90, 3), (61, 15), (80, 33), (28, 46), (3, 20), (15, 61), (64, 67), (33, 29), (90, 71), (21, 5), (3, 80), (82, 50)]"
114,"[0.1, 0.1, 0.05, 0.75, 0.35, 0.15, 0.5, 1]","[(11, 40), (36, 33), (64, 99), (70, 17), (42, 71), (7, 79), (43, 56), (87, 2), (51, 9), (15, 2), (16, 37), (38, 22), (61, 32), (44, 82), (3, 43), (89, 16), (73, 16), (72, 6), (94, 89), (66, 63)]"
115,"[0.05, 0.1, 0.15, 0.7, 0.25, 0.25, 0.5, 1]","[(62, 63), (62, 17), (24, 45), (12, 67), (48, 4), (54, 46), (6, 33), (74, 44), (99, 73), (63, 20), (22, 88), (82, 13), (36, 12), (60, 18), (43, 1), (86, 1), (65, 43), (15, 70), (85, 41), (96, 27)]"
116,"[0.2, 0.1, 0.2, 0.5, 0.5, 0.05, 0.45, 1]","[(81, 86), (95, 95), (18, 32), (12, 54), (51, 3), (87, 18), (55, 64), (24, 73), (50, 13), (61, 31), (94, 95), (94, 24), (28, 60), (94, 30), (37, 92), (8, 21), (50, 61), (65, 50), (67, 94), (79, 33)]"
117,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.15, 0.4, 1]","[(27, 76), (18, 86), (51, 90), (16, 32), (56, 10), (40, 15), (60, 1), (38, 4), (21, 20), (18, 47), (30, 84), (96, 59), (8, 63), (86, 87), (88, 36), (16, 14), (10, 12), (66, 70), (32, 39), (53, 82)]"
118,"[0.15, 0.15, 0.2, 0.5, 0.75, 0.15, 0.1, 1]","[(93, 8), (93, 80), (64, 9), (39, 77), (22, 43), (53, 48), (44, 82), (9, 92), (4, 61), (2, 65), (53, 51), (92, 60), (6, 97), (28, 68), (59, 44), (62, 72), (65, 87), (17, 65), (50, 67), (21, 83)]"
119,"[0.15, 0.1, 0.1, 0.65, 0.35, 0.25, 0.4, 1]","[(56, 24), (63, 4), (3, 36), (2, 18), (15, 67), (56, 13), (75, 61), (56, 48), (59, 38), (73, 88), (99, 66), (30, 67), (25, 40), (43, 5), (66, 62), (97, 96), (78, 41), (82, 20), (95, 14), (19, 24)]"
120,"[0.05, 0.05, 0.2, 0.7, 0.45, 0.2, 0.35, 1]","[(32, 61), (85, 4), (47, 6), (59, 33), (63, 15), (87, 64), (36, 56), (84, 36), (20, 65), (12, 97), (72, 59), (52, 54), (12, 97), (56, 58), (9, 37), (58, 32), (97, 25), (35, 25), (16, 40), (68, 38)]"
121,"[0.1, 0.2, 0.1, 0.6, 0.55, 0.15, 0.3, 1]","[(13, 5), (21, 59), (3, 3), (6, 14), (39, 26), (13, 55), (45, 72), (58, 42), (99, 19), (22, 61), (30, 67), (38, 68), (27, 20), (88, 42), (78, 63), (32, 43), (60, 79), (94, 82), (82, 59), (59, 98)]"
122,"[0.05, 0.0, 0.15, 0.8, 0.45, 0.15, 0.4, 1]","[(86, 31), (21, 14), (2, 22), (51, 50), (92, 9), (15, 93), (55, 37), (90, 11), (18, 60), (18, 63), (8, 58), (82, 84), (38, 63), (13, 23), (4, 82), (25, 77), (13, 9), (74, 36), (1, 15), (2, 54)]"
123,"[0.2, 0.1, 0.05, 0.65, 0.45, 0.1, 0.45, 1]","[(82, 80), (90, 24), (26, 79), (79, 83), (92, 92), (6, 25), (59, 27), (89, 52), (45, 74), (35, 15), (86, 22), (45, 44), (22, 82), (68, 51), (34, 41), (81, 63), (23, 28), (3, 2), (74, 18), (22, 19)]"
124,"[0.2, 0.3, 0.05, 0.45, 0.65, 0.0, 0.35, 1]","[(85, 55), (91, 56), (59, 70), (63, 70), (88, 56), (11, 80), (78, 16), (75, 26), (34, 63), (97, 81), (35, 6), (93, 51), (77, 3), (44, 6), (96, 98), (89, 83), (66, 18), (71, 65), (57, 10), (33, 78)]"
125,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.15, 0.35, 1]","[(57, 73), (85, 61), (32, 66), (78, 27), (12, 76), (70, 45), (33, 14), (23, 63), (18, 79), (11, 71), (10, 28), (78, 6), (45, 26), (87, 98), (87, 1), (30, 37), (44, 82), (51, 40), (39, 22), (49, 73)]"
126,"[0.05, 0.15, 0.1, 0.7, 0.5, 0.1, 0.4, 1]","[(83, 56), (53, 48), (13, 18), (10, 42), (13, 12), (72, 94), (68, 70), (71, 13), (61, 53), (11, 94), (11, 7), (14, 83), (78, 1), (68, 30), (38, 5), (12, 81), (48, 97), (8, 80), (19, 68), (29, 11)]"
127,"[0.15, 0.15, 0.15, 0.55, 0.45, 0.2, 0.35, 1]","[(7, 91), (60, 46), (81, 42), (94, 30), (10, 70), (45, 83), (18, 21), (37, 27), (31, 51), (93, 64), (72, 92), (85, 22), (80, 32), (43, 91), (11, 39), (58, 96), (98, 20), (45, 42), (32, 58), (87, 5)]"
128,"[0.15, 0.1, 0.15, 0.6, 0.5, 0.25, 0.25, 1]","[(84, 5), (91, 53), (22, 63), (70, 40), (74, 73), (40, 49), (97, 92), (47, 15), (11, 8), (87, 66), (31, 95), (41, 5), (31, 51), (36, 89), (25, 59), (6, 71), (82, 43), (72, 26), (35, 47), (3, 41)]"
129,"[0.25, 0.15, 0.05, 0.55, 0.65, 0.05, 0.3, 1]","[(95, 18), (71, 68), (36, 82), (77, 93), (21, 68), (89, 5), (68, 73), (19, 51), (91, 20), (29, 69), (39, 20), (75, 55), (1, 80), (35, 36), (75, 79), (99, 85), (96, 24), (63, 89), (40, 22), (78, 91)]"
130,"[0.1, 0.15, 0.0, 0.75, 0.6, 0.1, 0.3, 1]","[(37, 10), (71, 78), (41, 18), (76, 8), (53, 83), (34, 57), (80, 1), (48, 1), (25, 80), (18, 96), (95, 75), (34, 51), (21, 97), (48, 46), (40, 91), (56, 86), (2, 88), (28, 72), (42, 45), (70, 31)]"
131,"[0.15, 0.25, 0.15, 0.45, 0.55, 0.3, 0.15, 1]","[(60, 70), (89, 72), (89, 94), (31, 82), (63, 44), (88, 36), (15, 13), (10, 58), (78, 64), (79, 20), (24, 44), (88, 46), (61, 9), (8, 98), (10, 65), (98, 47), (72, 53), (4, 93), (31, 36), (86, 93)]"
132,"[0.3, 0.1, 0.0, 0.6, 0.65, 0.0, 0.35, 1]","[(8, 90), (61, 21), (87, 5), (13, 95), (61, 98), (15, 98), (88, 98), (97, 95), (16, 3), (74, 21), (16, 17), (19, 72), (94, 21), (86, 64), (85, 59), (83, 60), (10, 66), (80, 96), (54, 76), (1, 29)]"
133,"[0.2, 0.2, 0.05, 0.55, 0.65, 0.05, 0.3, 1]","[(61, 65), (72, 55), (51, 69), (58, 62), (4, 73), (53, 15), (38, 57), (83, 84), (57, 11), (26, 75), (77, 11), (97, 75), (36, 21), (24, 6), (24, 50), (71, 82), (82, 78), (60, 23), (52, 54), (24, 87)]"
134,"[0.05, 0.1, 0.2, 0.65, 0.35, 0.15, 0.5, 1]","[(79, 10), (38, 40), (30, 76), (54, 4), (40, 83), (47, 90), (78, 33), (37, 14), (78, 13), (66, 43), (35, 66), (50, 36), (79, 6), (41, 79), (82, 60), (96, 60), (41, 26), (31, 10), (75, 28), (9, 21)]"
135,"[0.2, 0.15, 0.1, 0.55, 0.7, 0.05, 0.25, 1]","[(27, 89), (24, 69), (23, 23), (59, 72), (50, 61), (30, 64), (26, 87), (75, 29), (97, 90), (17, 28), (21, 92), (57, 88), (99, 66), (73, 48), (92, 4), (11, 90), (34, 19), (72, 53), (56, 55), (90, 98)]"
136,"[0.15, 0.1, 0.1, 0.65, 0.45, 0.1, 0.45, 1]","[(66, 98), (45, 33), (94, 71), (63, 14), (40, 78), (98, 47), (13, 52), (22, 28), (83, 59), (7, 16), (91, 15), (62, 51), (22, 62), (14, 12), (42, 32), (65, 18), (76, 68), (66, 11), (50, 37), (18, 81)]"
137,"[0.1, 0.2, 0.1, 0.6, 0.55, 0.15, 0.3, 1]","[(24, 93), (19, 21), (35, 43), (83, 45), (57, 67), (43, 79), (59, 93), (24, 75), (19, 58), (28, 80), (23, 3), (94, 22), (49, 90), (48, 47), (85, 83), (35, 28), (47, 18), (49, 57), (62, 51), (99, 7)]"
138,"[0.05, 0.05, 0.1, 0.8, 0.55, 0.15, 0.3, 1]","[(72, 40), (18, 71), (20, 64), (86, 56), (64, 15), (26, 86), (65, 81), (90, 27), (57, 36), (9, 75), (64, 22), (17, 81), (18, 29), (59, 21), (41, 23), (93, 34), (20, 56), (27, 78), (12, 75), (30, 65)]"
139,"[0.25, 0.1, 0.0, 0.65, 0.4, 0.15, 0.45, 1]","[(45, 96), (76, 48), (5, 13), (63, 97), (87, 10), (44, 29), (95, 17), (10, 16), (68, 76), (65, 77), (45, 40), (98, 8), (14, 15), (84, 77), (79, 86), (8, 42), (28, 9), (98, 23), (26, 67), (13, 58)]"
140,"[0.05, 0.15, 0.1, 0.7, 0.55, 0.2, 0.25, 1]","[(17, 17), (98, 1), (76, 76), (56, 60), (15, 22), (39, 40), (47, 70), (8, 72), (71, 62), (10, 47), (68, 37), (42, 37), (41, 23), (10, 67), (67, 69), (13, 56), (4, 71), (70, 23), (32, 63), (5, 98)]"
141,"[0.15, 0.2, 0.1, 0.55, 0.45, 0.15, 0.4, 1]","[(60, 22), (27, 92), (86, 51), (54, 61), (59, 3), (70, 64), (39, 70), (1, 9), (1, 65), (11, 2), (77, 29), (53, 98), (83, 44), (73, 73), (99, 40), (75, 70), (26, 39), (69, 10), (15, 30), (81, 18)]"
142,"[0.1, 0.0, 0.15, 0.75, 0.5, 0.2, 0.3, 1]","[(2, 60), (2, 82), (21, 95), (3, 55), (23, 83), (77, 74), (16, 41), (90, 28), (35, 20), (26, 8), (62, 96), (23, 65), (85, 33), (8, 53), (61, 46), (80, 11), (43, 44), (51, 9), (33, 45), (32, 65)]"
143,"[0.25, 0.2, 0.05, 0.5, 0.5, 0.2, 0.3, 1]","[(71, 73), (1, 4), (45, 96), (45, 41), (39, 65), (83, 78), (12, 47), (92, 44), (11, 28), (13, 28), (71, 27), (88, 95), (65, 74), (97, 78), (6, 9), (31, 8), (35, 41), (89, 67), (32, 51), (42, 85)]"
144,"[0.05, 0.1, 0.15, 0.7, 0.3, 0.1, 0.6, 1]","[(91, 27), (96, 18), (48, 56), (50, 66), (41, 44), (17, 30), (88, 29), (56, 32), (36, 93), (12, 82), (74, 3), (80, 30), (7, 10), (51, 6), (18, 8), (88, 16), (41, 32), (19, 79), (84, 94), (82, 47)]"
145,"[0.05, 0.1, 0.1, 0.75, 0.45, 0.1, 0.45, 1]","[(77, 22), (22, 50), (91, 15), (21, 64), (88, 1), (27, 43), (3, 4), (27, 63), (52, 2), (68, 51), (20, 77), (28, 60), (29, 87), (2, 20), (90, 11), (65, 69), (67, 27), (31, 97), (67, 76), (6, 6)]"
146,"[0.2, 0.2, 0.05, 0.55, 0.35, 0.35, 0.3, 1]","[(16, 35), (31, 6), (38, 34), (12, 63), (72, 61), (91, 95), (58, 2), (87, 41), (43, 11), (9, 34), (34, 46), (47, 74), (81, 21), (75, 37), (90, 82), (93, 80), (76, 28), (79, 8), (90, 48), (64, 97)]"
147,"[0.15, 0.15, 0.05, 0.65, 0.55, 0.1, 0.35, 1]","[(78, 13), (28, 95), (42, 89), (40, 5), (9, 91), (18, 98), (55, 1), (63, 14), (89, 7), (10, 6), (58, 98), (72, 58), (90, 69), (49, 45), (92, 6), (3, 39), (64, 96), (77, 58), (1, 63), (7, 77)]"
148,"[0.3, 0.15, 0.05, 0.5, 0.55, 0.25, 0.2, 1]","[(94, 84), (22, 25), (74, 99), (7, 40), (84, 37), (64, 61), (61, 97), (44, 18), (10, 44), (86, 96), (55, 99), (2, 76), (57, 83), (40, 39), (90, 21), (78, 50), (14, 22), (54, 99), (32, 64), (32, 67)]"
149,"[0.25, 0.15, 0.1, 0.5, 0.65, 0.1, 0.25, 1]","[(99, 88), (49, 80), (20, 22), (54, 58), (22, 95), (70, 82), (99, 52), (89, 31), (74, 74), (20, 93), (96, 87), (85, 9), (92, 5), (11, 46), (9, 89), (19, 56), (15, 26), (59, 69), (78, 61), (1, 46)]"
150,"[0.2, 0.05, 0.2, 0.55, 0.5, 0.05, 0.45, 1]","[(34, 74), (52, 62), (82, 49), (91, 78), (29, 25), (69, 31), (59, 1), (91, 58), (79, 73), (61, 93), (38, 68), (95, 6), (32, 77), (28, 32), (58, 11), (16, 72), (23, 61), (97, 31), (55, 19), (15, 14)]"
151,"[0.1, 0.25, 0.1, 0.55, 0.35, 0.25, 0.4, 1]","[(47, 19), (90, 90), (97, 6), (99, 69), (29, 73), (84, 16), (99, 47), (26, 32), (62, 57), (95, 36), (18, 18), (33, 94), (3, 43), (69, 1), (98, 48), (59, 71), (41, 10), (42, 69), (55, 5), (4, 49)]"
152,"[0.15, 0.25, 0.15, 0.45, 0.65, 0.1, 0.25, 1]","[(7, 41), (36, 83), (93, 99), (68, 14), (37, 82), (22, 89), (51, 66), (65, 55), (97, 59), (30, 97), (68, 23), (61, 79), (87, 54), (23, 33), (94, 91), (51, 35), (78, 5), (20, 54), (65, 26), (47, 78)]"
153,"[0.3, 0.15, 0.05, 0.5, 0.6, 0.25, 0.15, 1]","[(93, 97), (6, 36), (47, 86), (74, 50), (82, 95), (95, 84), (1, 86), (39, 38), (63, 95), (12, 98), (85, 84), (54, 24), (92, 88), (94, 4), (62, 78), (70, 38), (38, 38), (8, 11), (9, 58), (4, 97)]"
154,"[0.2, 0.05, 0.0, 0.75, 0.5, 0.05, 0.45, 1]","[(21, 85), (8, 85), (1, 3), (57, 6), (20, 45), (90, 1), (66, 98), (89, 91), (76, 95), (63, 6), (65, 11), (24, 87), (74, 53), (51, 22), (31, 16), (35, 31), (10, 15), (41, 58), (60, 87), (22, 56)]"
155,"[0.3, 0.05, 0.05, 0.6, 0.6, 0.25, 0.15, 1]","[(83, 77), (12, 22), (72, 21), (21, 96), (25, 41), (33, 65), (31, 41), (60, 42), (77, 52), (20, 55), (79, 97), (14, 35), (21, 33), (17, 64), (92, 59), (91, 86), (97, 55), (15, 87), (9, 36), (89, 61)]"
156,"[0.1, 0.15, 0.1, 0.65, 0.4, 0.05, 0.55, 1]","[(75, 79), (70, 75), (43, 26), (47, 81), (65, 72), (7, 33), (98, 17), (96, 1), (73, 42), (22, 16), (10, 13), (14, 95), (87, 8), (79, 9), (38, 93), (31, 97), (42, 1), (27, 26), (8, 71), (72, 15)]"
157,"[0.2, 0.05, 0.05, 0.7, 0.5, 0.1, 0.4, 1]","[(65, 28), (20, 87), (90, 96), (3, 85), (40, 85), (4, 28), (44, 51), (86, 7), (67, 26), (4, 97), (84, 64), (43, 46), (25, 6), (41, 40), (78, 72), (92, 66), (86, 33), (21, 27), (25, 24), (2, 86)]"
158,"[0.25, 0.1, 0.05, 0.6, 0.55, 0.15, 0.3, 1]","[(35, 21), (50, 42), (93, 36), (52, 96), (79, 15), (6, 59), (24, 63), (92, 6), (75, 98), (56, 93), (75, 74), (55, 93), (51, 59), (8, 98), (70, 24), (79, 86), (25, 26), (82, 25), (25, 38), (11, 78)]"
159,"[0.25, 0.15, 0.0, 0.6, 0.5, 0.25, 0.25, 1]","[(81, 10), (28, 11), (43, 58), (34, 13), (17, 71), (38, 56), (29, 46), (82, 48), (12, 53), (78, 89), (99, 46), (97, 92), (58, 9), (44, 3), (45, 84), (87, 68), (94, 91), (16, 36), (73, 99), (18, 49)]"
160,"[0.1, 0.1, 0.1, 0.7, 0.5, 0.25, 0.25, 1]","[(93, 11), (36, 24), (47, 76), (27, 67), (35, 98), (17, 73), (35, 35), (42, 63), (20, 46), (80, 3), (50, 40), (16, 59), (82, 63), (65, 82), (93, 7), (27, 36), (42, 48), (43, 55), (12, 1), (51, 64)]"
161,"[0.05, 0.2, 0.0, 0.75, 0.5, 0.15, 0.35, 1]","[(20, 94), (40, 13), (25, 5), (24, 92), (44, 12), (46, 85), (72, 66), (57, 31), (48, 39), (79, 74), (24, 53), (8, 29), (18, 44), (29, 60), (57, 26), (48, 98), (25, 59), (16, 26), (44, 54), (95, 47)]"
162,"[0.15, 0.15, 0.0, 0.7, 0.3, 0.25, 0.45, 1]","[(1, 5), (74, 96), (50, 38), (64, 17), (8, 21), (89, 42), (61, 39), (93, 15), (24, 79), (59, 29), (73, 59), (24, 9), (59, 41), (79, 80), (18, 25), (49, 24), (79, 53), (10, 43), (98, 81), (38, 22)]"
163,"[0.05, 0.15, 0.2, 0.6, 0.45, 0.15, 0.4, 1]","[(45, 55), (37, 55), (46, 11), (50, 77), (80, 69), (64, 60), (91, 3), (32, 88), (56, 45), (18, 5), (19, 37), (44, 57), (85, 9), (34, 80), (77, 22), (57, 30), (39, 51), (90, 42), (60, 25), (26, 2)]"
164,"[0.15, 0.15, 0.05, 0.65, 0.6, 0.1, 0.3, 1]","[(4, 95), (50, 88), (37, 1), (36, 86), (13, 53), (16, 85), (11, 34), (96, 76), (80, 62), (7, 46), (78, 64), (56, 94), (93, 25), (18, 66), (96, 9), (35, 3), (97, 72), (8, 16), (44, 53), (30, 12)]"
165,"[0.4, 0.1, 0.1, 0.4, 0.65, 0.05, 0.3, 1]","[(86, 80), (58, 59), (98, 16), (99, 69), (66, 24), (15, 9), (95, 99), (46, 63), (47, 91), (12, 86), (41, 37), (77, 68), (58, 99), (51, 12), (73, 88), (8, 31), (33, 97), (17, 16), (81, 83), (54, 94)]"
166,"[0.15, 0.1, 0.1, 0.65, 0.3, 0.4, 0.3, 1]","[(1, 45), (33, 47), (43, 12), (71, 34), (70, 47), (94, 94), (34, 72), (97, 40), (92, 96), (62, 93), (96, 17), (1, 44), (48, 15), (76, 41), (37, 95), (44, 40), (40, 6), (82, 24), (2, 67), (70, 23)]"
167,"[0.25, 0.1, 0.2, 0.45, 0.55, 0.2, 0.25, 1]","[(57, 55), (79, 53), (88, 48), (76, 34), (34, 10), (31, 39), (12, 71), (99, 69), (92, 32), (74, 93), (30, 3), (13, 54), (79, 80), (37, 48), (65, 51), (38, 26), (16, 12), (80, 85), (64, 99), (26, 80)]"
