,Labels,Item sets,First Fit Score,First Fit Decreasing Score,Next Fit Score,Next Fit Decreasing Score,Best Fit Score,Best Fit Decreasing Score,Djang-Fitch Score,Djang-Fitch 2 Score,Best heuristic
65,"[0.2, 0.15, 0.05, 0.6, 0.45, 0.3, 0.25, 1, 5]","[(52, 3), (2, 36), (90, 63), (62, 50), (28, 63), (79, 26), (38, 94), (5, 32), (41, 37), (15, 72), (18, 8), (59, 76), (5, 48), (93, 91), (15, 90), (31, 25), (57, 92), (23, 50), (59, 85), (94, 38)]",0.4045,0.567,0.4031,0.556,0.4055,0.5732,0.567,0.5352,5
66,"[0.35, 0.15, 0.05, 0.45, 0.6, 0.15, 0.25, 1, 3]","[(8, 14), (62, 73), (49, 44), (82, 98), (85, 34), (91, 88), (44, 26), (94, 99), (62, 91), (92, 79), (47, 23), (83, 73), (27, 90), (31, 26), (19, 64), (47, 46), (15, 11), (56, 82), (53, 69), (83, 84)]",0.4576,0.526,0.4572,0.531,0.4584,0.5277,0.526,0.5207,3
67,"[0.05, 0.35, 0.2, 0.4, 0.6, 0.25, 0.15, 1, 5]","[(62, 76), (17, 42), (11, 82), (60, 96), (78, 54), (51, 81), (45, 75), (36, 38), (42, 23), (30, 85), (44, 79), (56, 35), (31, 34), (67, 73), (45, 86), (72, 43), (34, 91), (2, 13), (23, 9), (44, 68)]",0.3828,0.5914,0.384,0.4611,0.3867,0.5936,0.5914,0.5133,5
68,"[0.25, 0.1, 0.1, 0.55, 0.7, 0.1, 0.2, 1, 5]","[(61, 64), (18, 92), (48, 51), (54, 62), (17, 48), (18, 54), (25, 49), (3, 31), (75, 84), (42, 13), (57, 53), (76, 89), (40, 59), (79, 25), (31, 14), (73, 71), (31, 97), (1, 69), (94, 67), (90, 88)]",0.4254,0.4673,0.3555,0.4515,0.4291,0.4675,0.4673,0.467,5
69,"[0.2, 0.3, 0.1, 0.4, 0.65, 0.05, 0.3, 1, 3]","[(67, 3), (68, 7), (68, 17), (54, 82), (48, 2), (42, 66), (72, 73), (78, 58), (96, 86), (92, 81), (47, 79), (73, 1), (15, 78), (55, 6), (52, 70), (70, 53), (25, 78), (59, 63), (68, 44), (65, 88)]",0.4003,0.4973,0.3421,0.5032,0.414,0.5032,0.4973,0.442,3
70,"[0.1, 0.0, 0.15, 0.75, 0.2, 0.25, 0.55, 1, 1]","[(74, 24), (28, 43), (32, 17), (38, 2), (24, 9), (4, 33), (41, 59), (46, 31), (96, 5), (72, 35), (65, 39), (32, 44), (35, 62), (78, 3), (1, 17), (84, 60), (62, 92), (15, 3), (59, 50), (71, 21)]",0.4288,0.459,0.3029,0.4246,0.4291,0.459,0.459,0.3587,1
71,"[0.1, 0.1, 0.15, 0.65, 0.6, 0.15, 0.25, 1, 5]","[(89, 81), (29, 95), (26, 81), (24, 34), (21, 91), (20, 92), (63, 66), (48, 95), (4, 16), (76, 32), (39, 51), (47, 11), (64, 42), (53, 38), (5, 21), (95, 61), (54, 52), (21, 53), (53, 2), (28, 59)]",0.4612,0.4961,0.4614,0.4596,0.4614,0.498,0.4961,0.493,5
72,"[0.15, 0.15, 0.0, 0.7, 0.5, 0.15, 0.35, 1, 5]","[(60, 25), (41, 87), (83, 90), (95, 17), (8, 8), (27, 62), (12, 45), (23, 68), (71, 51), (95, 84), (15, 61), (83, 81), (35, 1), (43, 56), (56, 31), (78, 29), (7, 39), (40, 46), (77, 57), (52, 6)]",0.4499,0.5379,0.4369,0.5339,0.4505,0.5766,0.5379,0.5756,5
73,"[0.15, 0.15, 0.05, 0.65, 0.55, 0.05, 0.4, 1, 5]","[(69, 59), (8, 49), (33, 17), (80, 84), (41, 51), (45, 27), (20, 82), (12, 72), (57, 70), (12, 22), (11, 31), (47, 96), (21, 78), (44, 20), (77, 85), (83, 3), (73, 18), (32, 84), (74, 98), (18, 4)]",0.4048,0.6268,0.3797,0.6307,0.4058,0.6313,0.6268,0.5268,5
74,"[0.2, 0.3, 0.1, 0.4, 0.65, 0.15, 0.2, 1, 5]","[(78, 21), (53, 20), (33, 8), (4, 95), (96, 52), (79, 56), (83, 87), (11, 96), (97, 67), (90, 75), (44, 77), (46, 47), (16, 1), (62, 67), (71, 37), (51, 89), (87, 56), (85, 35), (54, 97), (2, 52)]",0.3689,0.5383,0.3673,0.5243,0.4395,0.5397,0.5383,0.5362,5
75,"[0.3, 0.1, 0.05, 0.55, 0.65, 0.05, 0.3, 1, 5]","[(94, 54), (76, 8), (66, 3), (75, 99), (1, 93), (35, 64), (94, 84), (98, 93), (14, 68), (40, 86), (82, 92), (1, 77), (82, 16), (69, 73), (41, 69), (19, 21), (53, 35), (66, 66), (41, 22), (67, 2)]",0.4983,0.5237,0.4884,0.4896,0.5184,0.5241,0.5237,0.5173,5
76,"[0.1, 0.15, 0.05, 0.7, 0.3, 0.2, 0.5, 1, 5]","[(97, 71), (98, 6), (41, 17), (31, 1), (1, 12), (27, 25), (56, 4), (57, 81), (88, 48), (23, 87), (72, 28), (8, 31), (47, 50), (68, 33), (84, 42), (19, 80), (81, 94), (60, 28), (23, 96), (91, 35)]",0.3874,0.5144,0.3863,0.4721,0.388,0.5157,0.5144,0.5142,5
77,"[0.25, 0.1, 0.15, 0.5, 0.6, 0.1, 0.3, 1, 5]","[(32, 87), (96, 67), (33, 21), (19, 15), (91, 5), (79, 97), (86, 77), (63, 74), (78, 76), (55, 60), (6, 73), (37, 87), (21, 19), (34, 36), (39, 97), (45, 36), (17, 79), (13, 25), (71, 80), (16, 9)]",0.4239,0.5357,0.4215,0.519,0.4399,0.5404,0.5357,0.5313,5
78,"[0.1, 0.15, 0.1, 0.65, 0.5, 0.25, 0.25, 1, 1]","[(83, 71), (4, 63), (67, 93), (33, 12), (41, 73), (71, 52), (91, 9), (25, 91), (14, 65), (43, 58), (32, 42), (87, 37), (24, 57), (1, 13), (92, 38), (30, 51), (20, 34), (11, 19), (82, 19), (85, 42)]",0.4118,0.554,0.4018,0.418,0.5203,0.5517,0.554,0.5506,1
79,"[0.2, 0.1, 0.15, 0.55, 0.4, 0.1, 0.5, 1, 5]","[(73, 8), (4, 5), (32, 92), (98, 9), (9, 95), (92, 12), (70, 20), (86, 92), (11, 28), (62, 94), (62, 8), (80, 88), (72, 11), (45, 61), (9, 15), (83, 38), (51, 92), (87, 48), (95, 61), (6, 13)]",0.4225,0.7233,0.4251,0.7226,0.4294,0.7236,0.7233,0.5962,5
80,"[0.1, 0.25, 0.05, 0.6, 0.55, 0.05, 0.4, 1, 5]","[(35, 86), (23, 30), (73, 84), (64, 54), (58, 62), (81, 73), (13, 88), (90, 6), (77, 58), (74, 65), (16, 74), (4, 61), (1, 32), (70, 26), (30, 2), (65, 1), (83, 25), (29, 59), (62, 24), (99, 46)]",0.3848,0.5019,0.3714,0.4665,0.4753,0.508,0.5019,0.501,5
81,"[0.15, 0.2, 0.05, 0.6, 0.35, 0.25, 0.4, 1, 5]","[(5, 20), (49, 62), (42, 24), (71, 82), (33, 45), (45, 28), (12, 41), (72, 21), (69, 18), (9, 6), (69, 50), (41, 91), (91, 43), (75, 93), (23, 4), (21, 10), (76, 47), (99, 61), (32, 56), (1, 65)]",0.4387,0.4772,0.4332,0.4409,0.4387,0.4799,0.4772,0.4655,5
82,"[0.25, 0.15, 0.05, 0.55, 0.5, 0.2, 0.3, 1, 5]","[(56, 44), (93, 50), (15, 41), (71, 52), (22, 86), (5, 75), (55, 16), (83, 79), (41, 11), (69, 22), (99, 52), (27, 26), (31, 14), (23, 76), (65, 73), (93, 77), (98, 8), (98, 87), (95, 60), (85, 36)]",0.4852,0.6123,0.4802,0.4721,0.4917,0.613,0.6123,0.6066,5
83,"[0.15, 0.15, 0.05, 0.65, 0.4, 0.2, 0.4, 1, 5]","[(41, 31), (40, 33), (82, 74), (5, 97), (46, 72), (55, 90), (69, 63), (16, 74), (40, 31), (53, 34), (43, 25), (24, 26), (88, 41), (56, 5), (95, 59), (55, 37), (81, 30), (15, 41), (49, 32), (61, 88)]",0.4187,0.5503,0.5025,0.5248,0.5204,0.5508,0.5503,0.5308,5
84,"[0.1, 0.15, 0.15, 0.6, 0.25, 0.2, 0.55, 1, 5]","[(34, 5), (18, 8), (18, 26), (73, 22), (90, 38), (65, 15), (53, 6), (29, 13), (54, 63), (88, 31), (33, 99), (89, 4), (75, 42), (91, 59), (29, 55), (23, 36), (48, 27), (65, 33), (84, 43), (73, 74)]",0.4637,0.5244,0.3495,0.4636,0.4637,0.5252,0.5244,0.5252,5
85,"[0.05, 0.15, 0.05, 0.75, 0.45, 0.1, 0.45, 1, 5]","[(88, 95), (71, 2), (48, 97), (51, 91), (50, 41), (47, 51), (53, 29), (66, 5), (53, 25), (5, 15), (11, 93), (31, 23), (37, 1), (6, 63), (8, 46), (21, 79), (25, 18), (86, 5), (63, 58), (33, 78)]",0.5723,0.6128,0.432,0.564,0.5724,0.615,0.6128,0.4898,5
86,"[0.15, 0.15, 0.05, 0.65, 0.35, 0.3, 0.35, 1, 5]","[(83, 97), (34, 81), (19, 95), (95, 79), (15, 20), (61, 34), (79, 62), (11, 41), (61, 15), (28, 18), (5, 7), (80, 15), (9, 50), (75, 14), (38, 37), (41, 88), (21, 41), (86, 95), (75, 5), (95, 37)]",0.5379,0.6988,0.4304,0.538,0.5446,0.6994,0.6988,0.5959,5
87,"[0.1, 0.2, 0.2, 0.5, 0.5, 0.25, 0.25, 1, 5]","[(72, 21), (73, 5), (48, 9), (30, 40), (72, 67), (78, 1), (43, 88), (18, 5), (2, 85), (19, 70), (61, 62), (54, 55), (83, 47), (57, 92), (56, 52), (67, 93), (60, 52), (5, 42), (63, 40), (25, 50)]",0.3373,0.483,0.2794,0.4771,0.2831,0.4857,0.483,0.4026,5
88,"[0.05, 0.25, 0.1, 0.6, 0.5, 0.15, 0.35, 1, 5]","[(58, 67), (94, 46), (69, 21), (6, 32), (66, 85), (21, 96), (41, 44), (68, 32), (18, 91), (32, 55), (50, 71), (87, 24), (75, 2), (69, 61), (21, 37), (70, 67), (13, 28), (93, 27), (49, 64), (8, 70)]",0.3701,0.4986,0.4729,0.631,0.4843,0.6345,0.4986,0.4804,5
89,"[0.2, 0.1, 0.1, 0.6, 0.5, 0.25, 0.25, 1, 5]","[(29, 98), (8, 47), (58, 49), (2, 36), (14, 37), (73, 5), (78, 75), (2, 25), (54, 92), (17, 35), (82, 57), (35, 56), (89, 73), (76, 25), (99, 85), (27, 30), (33, 66), (31, 18), (94, 77), (15, 90)]",0.4921,0.5092,0.4916,0.4708,0.5007,0.5114,0.5092,0.4989,5
90,"[0.15, 0.2, 0.15, 0.5, 0.45, 0.2, 0.35, 1, 5]","[(85, 7), (69, 69), (70, 48), (88, 32), (14, 37), (31, 79), (92, 97), (69, 10), (12, 1), (42, 23), (28, 13), (20, 53), (19, 32), (9, 65), (51, 52), (66, 42), (70, 53), (83, 70), (83, 68), (91, 42)]",0.4452,0.5951,0.4427,0.5632,0.4495,0.5997,0.5951,0.5822,5
91,"[0.1, 0.1, 0.05, 0.75, 0.35, 0.2, 0.45, 1, 5]","[(73, 27), (83, 29), (83, 10), (90, 21), (10, 66), (88, 82), (39, 57), (19, 29), (64, 11), (72, 43), (48, 29), (3, 81), (55, 83), (49, 50), (83, 91), (43, 36), (7, 89), (93, 40), (87, 16), (79, 29)]",0.4739,0.6294,0.4746,0.4716,0.5014,0.6297,0.6294,0.5311,5
92,"[0.15, 0.15, 0.05, 0.65, 0.4, 0.25, 0.35, 1, 3]","[(45, 28), (5, 40), (25, 22), (63, 77), (69, 89), (60, 16), (49, 79), (50, 15), (35, 50), (40, 58), (64, 99), (96, 36), (2, 64), (1, 3), (4, 46), (8, 20), (85, 68), (34, 43), (33, 4), (50, 64)]",0.3869,0.5432,0.3098,0.5672,0.4094,0.5561,0.5432,0.4471,3
93,"[0.25, 0.05, 0.1, 0.6, 0.5, 0.05, 0.45, 1, 5]","[(46, 15), (6, 93), (66, 85), (76, 93), (27, 88), (54, 99), (92, 31), (95, 7), (26, 66), (46, 84), (26, 20), (44, 20), (20, 29), (95, 21), (97, 24), (98, 97), (4, 5), (99, 62), (2, 88), (69, 44)]",0.5339,0.6764,0.5406,0.6602,0.5293,0.6867,0.6764,0.6841,5
94,"[0.15, 0.15, 0.15, 0.55, 0.4, 0.15, 0.45, 1, 5]","[(49, 72), (97, 75), (33, 42), (72, 49), (81, 22), (51, 56), (75, 41), (50, 24), (63, 5), (19, 11), (87, 11), (35, 26), (18, 31), (14, 5), (44, 80), (81, 79), (33, 97), (47, 33), (87, 72), (16, 88)]",0.5176,0.5707,0.4273,0.526,0.53,0.5751,0.5707,0.563,5
95,"[0.05, 0.25, 0.15, 0.55, 0.4, 0.4, 0.2, 1, 1]","[(79, 74), (17, 56), (6, 7), (45, 41), (20, 69), (74, 54), (41, 37), (49, 26), (43, 92), (82, 48), (50, 91), (66, 42), (76, 38), (13, 41), (26, 54), (29, 23), (84, 49), (79, 32), (39, 36), (27, 78)]",0.4099,0.5279,0.4719,0.4767,0.4894,0.5279,0.5279,0.5242,1
96,"[0.2, 0.25, 0.0, 0.55, 0.6, 0.1, 0.3, 1, 3]","[(55, 14), (90, 56), (92, 61), (21, 26), (54, 87), (81, 59), (3, 69), (93, 96), (44, 28), (19, 73), (81, 73), (26, 82), (46, 49), (19, 22), (16, 96), (42, 10), (80, 48), (60, 68), (93, 53), (66, 24)]",0.4729,0.4774,0.3922,0.4831,0.476,0.4829,0.4774,0.473,3
97,"[0.2, 0.15, 0.1, 0.55, 0.55, 0.1, 0.35, 1, 5]","[(97, 84), (52, 41), (59, 76), (22, 13), (67, 48), (20, 93), (52, 67), (35, 65), (67, 94), (5, 27), (43, 17), (47, 86), (93, 97), (6, 18), (36, 14), (38, 69), (1, 57), (22, 10), (94, 74), (1, 4)]",0.5369,0.5467,0.5255,0.5276,0.5374,0.5473,0.5467,0.5379,5
98,"[0.05, 0.1, 0.1, 0.75, 0.25, 0.15, 0.6, 1, 1]","[(40, 46), (7, 86), (78, 46), (94, 16), (34, 80), (73, 22), (99, 49), (51, 1), (40, 3), (35, 93), (40, 29), (57, 5), (3, 85), (96, 56), (66, 28), (42, 9), (28, 29), (1, 32), (20, 14), (25, 8)]",0.4018,0.6166,0.4019,0.4025,0.4142,0.6166,0.6166,0.4633,1
99,"[0.15, 0.15, 0.2, 0.5, 0.45, 0.25, 0.3, 1, 5]","[(76, 30), (57, 35), (35, 67), (56, 25), (32, 90), (96, 69), (51, 31), (97, 39), (51, 93), (95, 34), (94, 34), (61, 27), (11, 76), (96, 69), (55, 38), (29, 93), (61, 5), (47, 77), (65, 77), (60, 18)]",0.4371,0.5695,0.4312,0.5439,0.4484,0.57,0.5695,0.5639,5
100,"[0.25, 0.15, 0.1, 0.5, 0.6, 0.1, 0.3, 1, 5]","[(5, 58), (79, 99), (76, 51), (59, 57), (29, 63), (44, 15), (94, 77), (69, 77), (83, 98), (97, 60), (13, 69), (72, 15), (41, 72), (91, 50), (19, 49), (60, 53), (92, 13), (60, 29), (32, 8), (13, 1)]",0.4132,0.5066,0.4043,0.495,0.4224,0.5092,0.5066,0.4957,5
101,"[0.2, 0.15, 0.2, 0.45, 0.4, 0.4, 0.2, 1, 5]","[(69, 32), (87, 39), (97, 65), (59, 4), (30, 89), (23, 35), (78, 47), (77, 97), (37, 70), (8, 46), (14, 42), (14, 11), (66, 49), (62, 76), (40, 55), (94, 80), (81, 31), (57, 92), (68, 36), (36, 37)]",0.3774,0.5706,0.4664,0.4581,0.3844,0.572,0.5706,0.4986,5
102,"[0.2, 0.15, 0.05, 0.6, 0.5, 0.15, 0.35, 1, 5]","[(16, 11), (78, 82), (17, 44), (14, 80), (55, 61), (92, 89), (70, 65), (54, 30), (83, 24), (59, 99), (35, 59), (56, 35), (99, 46), (43, 54), (96, 6), (92, 68), (98, 29), (17, 56), (72, 25), (46, 9)]",0.5296,0.5787,0.5519,0.5408,0.5426,0.5799,0.5787,0.5623,5
103,"[0.1, 0.1, 0.1, 0.7, 0.55, 0.2, 0.25, 1, 3]","[(55, 15), (70, 92), (29, 26), (8, 54), (31, 48), (19, 44), (59, 34), (11, 12), (10, 78), (87, 52), (74, 23), (31, 32), (1, 72), (96, 86), (65, 44), (1, 80), (2, 54), (78, 61), (6, 66), (31, 85)]",0.3643,0.5212,0.3698,0.6459,0.3724,0.5206,0.5212,0.4995,3
104,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.2, 0.3, 1, 5]","[(82, 56), (22, 75), (13, 82), (69, 54), (73, 37), (64, 80), (38, 22), (59, 21), (95, 18), (76, 27), (35, 38), (73, 97), (27, 41), (19, 31), (37, 70), (77, 66), (7, 84), (48, 75), (86, 19), (37, 34)]",0.5181,0.5348,0.4334,0.4299,0.5163,0.5486,0.5348,0.5337,5
105,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.15, 0.4, 1, 5]","[(64, 23), (10, 20), (88, 46), (99, 85), (78, 29), (60, 61), (1, 15), (56, 64), (51, 21), (38, 28), (79, 48), (22, 70), (78, 68), (25, 27), (73, 99), (90, 25), (49, 54), (39, 56), (33, 40), (27, 51)]",0.4709,0.6116,0.476,0.6102,0.4901,0.6234,0.6116,0.5196,5
106,"[0.1, 0.05, 0.05, 0.8, 0.4, 0.1, 0.5, 1, 1]","[(14, 6), (21, 20), (96, 30), (73, 50), (46, 15), (6, 69), (10, 75), (24, 65), (13, 97), (4, 7), (33, 71), (70, 10), (20, 27), (33, 26), (40, 19), (63, 98), (23, 79), (24, 43), (52, 32), (96, 55)]",0.4486,0.5072,0.3379,0.4517,0.4486,0.5072,0.5072,0.494,1
107,"[0.15, 0.1, 0.1, 0.65, 0.35, 0.35, 0.3, 1, 1]","[(11, 32), (8, 97), (99, 56), (17, 10), (98, 32), (4, 41), (91, 36), (81, 92), (42, 28), (22, 48), (61, 17), (71, 49), (70, 29), (5, 50), (75, 82), (88, 54), (23, 65), (12, 43), (11, 73), (2, 42)]",0.5412,0.6091,0.5417,0.5373,0.5473,0.6091,0.6091,0.582,1
108,"[0.1, 0.2, 0.05, 0.65, 0.4, 0.2, 0.4, 1, 5]","[(48, 35), (62, 85), (4, 43), (1, 70), (13, 35), (3, 30), (4, 6), (96, 82), (39, 95), (78, 15), (73, 4), (99, 24), (41, 12), (32, 16), (23, 89), (71, 44), (19, 8), (52, 86), (55, 63), (53, 85)]",0.2923,0.5309,0.3038,0.5128,0.3875,0.5314,0.5309,0.439,5
109,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.25, 0.3, 1, 5]","[(54, 98), (84, 52), (33, 21), (33, 25), (40, 50), (81, 5), (54, 45), (54, 63), (99, 64), (21, 83), (75, 66), (20, 80), (55, 47), (76, 60), (34, 41), (42, 1), (95, 15), (73, 91), (99, 2), (14, 50)]",0.3652,0.4678,0.3624,0.4487,0.4398,0.4721,0.4678,0.4653,5
110,"[0.15, 0.15, 0.1, 0.6, 0.4, 0.2, 0.4, 1, 7]","[(98, 6), (60, 37), (93, 52), (88, 46), (71, 7), (44, 7), (46, 5), (85, 63), (98, 23), (39, 45), (71, 70), (70, 10), (85, 70), (64, 50), (26, 52), (27, 51), (94, 24), (64, 87), (49, 24), (28, 92)]",0.5414,0.5975,0.5409,0.5493,0.5519,0.5975,0.5975,0.5995,7
111,"[0.15, 0.05, 0.2, 0.6, 0.5, 0.2, 0.3, 1, 5]","[(15, 40), (71, 78), (13, 10), (85, 72), (79, 31), (11, 93), (50, 48), (46, 57), (20, 8), (72, 62), (74, 25), (42, 66), (8, 51), (9, 72), (34, 16), (45, 47), (90, 37), (71, 17), (61, 96), (40, 76)]",0.3769,0.4795,0.3637,0.4706,0.3772,0.4837,0.4795,0.4752,5
112,"[0.3, 0.1, 0.1, 0.5, 0.6, 0.15, 0.25, 1, 5]","[(99, 81), (72, 76), (8, 98), (51, 40), (2, 79), (20, 13), (77, 10), (26, 81), (66, 99), (51, 50), (23, 49), (5, 12), (98, 31), (96, 80), (95, 10), (62, 71), (79, 52), (82, 84), (79, 76), (19, 82)]",0.438,0.5399,0.4498,0.4353,0.4464,0.543,0.5399,0.5375,5
113,"[0.15, 0.1, 0.05, 0.7, 0.4, 0.1, 0.5, 1, 3]","[(76, 7), (17, 80), (77, 73), (40, 9), (49, 7), (29, 15), (26, 95), (72, 99), (90, 3), (61, 15), (80, 33), (28, 46), (3, 20), (15, 61), (64, 67), (33, 29), (90, 71), (21, 5), (3, 80), (82, 50)]",0.4908,0.6752,0.3728,0.6765,0.3782,0.6747,0.6752,0.5204,3
114,"[0.1, 0.1, 0.05, 0.75, 0.35, 0.15, 0.5, 1, 1]","[(11, 40), (36, 33), (64, 99), (70, 17), (42, 71), (7, 79), (43, 56), (87, 2), (51, 9), (15, 2), (16, 37), (38, 22), (61, 32), (44, 82), (3, 43), (89, 16), (73, 16), (72, 6), (94, 89), (66, 63)]",0.3395,0.6114,0.4298,0.5966,0.4355,0.6114,0.6114,0.4629,1
115,"[0.05, 0.1, 0.15, 0.7, 0.25, 0.25, 0.5, 1, 5]","[(62, 63), (62, 17), (24, 45), (12, 67), (48, 4), (54, 46), (6, 33), (74, 44), (99, 73), (63, 20), (22, 88), (82, 13), (36, 12), (60, 18), (43, 1), (86, 1), (65, 43), (15, 70), (85, 41), (96, 27)]",0.5563,0.5696,0.5393,0.5262,0.5567,0.6179,0.5696,0.4438,5
116,"[0.2, 0.1, 0.2, 0.5, 0.5, 0.05, 0.45, 1, 7]","[(81, 86), (95, 95), (18, 32), (12, 54), (51, 3), (87, 18), (55, 64), (24, 73), (50, 13), (61, 31), (94, 95), (94, 24), (28, 60), (94, 30), (37, 92), (8, 21), (50, 61), (65, 50), (67, 94), (79, 33)]",0.4955,0.6023,0.4987,0.4878,0.4987,0.6023,0.6023,0.6106,7
117,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.15, 0.4, 1, 5]","[(27, 76), (18, 86), (51, 90), (16, 32), (56, 10), (40, 15), (60, 1), (38, 4), (21, 20), (18, 47), (30, 84), (96, 59), (8, 63), (86, 87), (88, 36), (16, 14), (10, 12), (66, 70), (32, 39), (53, 82)]",0.5061,0.6834,0.505,0.4847,0.5071,0.6851,0.6834,0.5208,5
118,"[0.15, 0.15, 0.2, 0.5, 0.75, 0.15, 0.1, 1, 5]","[(93, 8), (93, 80), (64, 9), (39, 77), (22, 43), (53, 48), (44, 82), (9, 92), (4, 61), (2, 65), (53, 51), (92, 60), (6, 97), (28, 68), (59, 44), (62, 72), (65, 87), (17, 65), (50, 67), (21, 83)]",0.4151,0.5274,0.4011,0.5174,0.4167,0.5275,0.5274,0.4576,5
119,"[0.15, 0.1, 0.1, 0.65, 0.35, 0.25, 0.4, 1, 5]","[(56, 24), (63, 4), (3, 36), (2, 18), (15, 67), (56, 13), (75, 61), (56, 48), (59, 38), (73, 88), (99, 66), (30, 67), (25, 40), (43, 5), (66, 62), (97, 96), (78, 41), (82, 20), (95, 14), (19, 24)]",0.4135,0.6879,0.4068,0.6813,0.4277,0.6896,0.6879,0.5458,5
120,"[0.05, 0.05, 0.2, 0.7, 0.45, 0.2, 0.35, 1, 1]","[(32, 61), (85, 4), (47, 6), (59, 33), (63, 15), (87, 64), (36, 56), (84, 36), (20, 65), (12, 97), (72, 59), (52, 54), (12, 97), (56, 58), (9, 37), (58, 32), (97, 25), (35, 25), (16, 40), (68, 38)]",0.4343,0.615,0.4339,0.445,0.4359,0.615,0.615,0.5003,1
121,"[0.1, 0.2, 0.1, 0.6, 0.55, 0.15, 0.3, 1, 5]","[(13, 5), (21, 59), (3, 3), (6, 14), (39, 26), (13, 55), (45, 72), (58, 42), (99, 19), (22, 61), (30, 67), (38, 68), (27, 20), (88, 42), (78, 63), (32, 43), (60, 79), (94, 82), (82, 59), (59, 98)]",0.3197,0.5271,0.3197,0.4131,0.3197,0.5401,0.5271,0.4551,5
122,"[0.05, 0.0, 0.15, 0.8, 0.45, 0.15, 0.4, 1, 0]","[(86, 31), (21, 14), (2, 22), (51, 50), (92, 9), (15, 93), (55, 37), (90, 11), (18, 60), (18, 63), (8, 58), (82, 84), (38, 63), (13, 23), (4, 82), (25, 77), (13, 9), (74, 36), (1, 15), (2, 54)]",0.5268,0.4046,0.3605,0.5003,0.5268,0.5182,0.4046,0.3949,0
123,"[0.2, 0.1, 0.05, 0.65, 0.45, 0.1, 0.45, 1, 7]","[(82, 80), (90, 24), (26, 79), (79, 83), (92, 92), (6, 25), (59, 27), (89, 52), (45, 74), (35, 15), (86, 22), (45, 44), (22, 82), (68, 51), (34, 41), (81, 63), (23, 28), (3, 2), (74, 18), (22, 19)]",0.4758,0.4805,0.4679,0.4665,0.4847,0.4805,0.4805,0.4966,7
124,"[0.2, 0.3, 0.05, 0.45, 0.65, 0.0, 0.35, 1, 5]","[(85, 55), (91, 56), (59, 70), (63, 70), (88, 56), (11, 80), (78, 16), (75, 26), (34, 63), (97, 81), (35, 6), (93, 51), (77, 3), (44, 6), (96, 98), (89, 83), (66, 18), (71, 65), (57, 10), (33, 78)]",0.4941,0.5082,0.4874,0.5061,0.4972,0.5127,0.5082,0.5006,5
125,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.15, 0.35, 1, 1]","[(57, 73), (85, 61), (32, 66), (78, 27), (12, 76), (70, 45), (33, 14), (23, 63), (18, 79), (11, 71), (10, 28), (78, 6), (45, 26), (87, 98), (87, 1), (30, 37), (44, 82), (51, 40), (39, 22), (49, 73)]",0.5449,0.5966,0.4268,0.545,0.5454,0.5927,0.5966,0.5725,1
126,"[0.05, 0.15, 0.1, 0.7, 0.5, 0.1, 0.4, 1, 5]","[(83, 56), (53, 48), (13, 18), (10, 42), (13, 12), (72, 94), (68, 70), (71, 13), (61, 53), (11, 94), (11, 7), (14, 83), (78, 1), (68, 30), (38, 5), (12, 81), (48, 97), (8, 80), (19, 68), (29, 11)]",0.3889,0.4307,0.3818,0.4019,0.4265,0.432,0.4307,0.3967,5
127,"[0.15, 0.15, 0.15, 0.55, 0.45, 0.2, 0.35, 1, 5]","[(7, 91), (60, 46), (81, 42), (94, 30), (10, 70), (45, 83), (18, 21), (37, 27), (31, 51), (93, 64), (72, 92), (85, 22), (80, 32), (43, 91), (11, 39), (58, 96), (98, 20), (45, 42), (32, 58), (87, 5)]",0.516,0.5626,0.5154,0.4085,0.523,0.5663,0.5626,0.5375,5
128,"[0.15, 0.1, 0.15, 0.6, 0.5, 0.25, 0.25, 1, 5]","[(84, 5), (91, 53), (22, 63), (70, 40), (74, 73), (40, 49), (97, 92), (47, 15), (11, 8), (87, 66), (31, 95), (41, 5), (31, 51), (36, 89), (25, 59), (6, 71), (82, 43), (72, 26), (35, 47), (3, 41)]",0.5179,0.6782,0.4216,0.6764,0.5192,0.6792,0.6782,0.5711,5
129,"[0.25, 0.15, 0.05, 0.55, 0.65, 0.05, 0.3, 1, 5]","[(95, 18), (71, 68), (36, 82), (77, 93), (21, 68), (89, 5), (68, 73), (19, 51), (91, 20), (29, 69), (39, 20), (75, 55), (1, 80), (35, 36), (75, 79), (99, 85), (96, 24), (63, 89), (40, 22), (78, 91)]",0.4466,0.6592,0.4598,0.5398,0.4506,0.6597,0.6592,0.5648,5
130,"[0.1, 0.15, 0.0, 0.75, 0.6, 0.1, 0.3, 1, 5]","[(37, 10), (71, 78), (41, 18), (76, 8), (53, 83), (34, 57), (80, 1), (48, 1), (25, 80), (18, 96), (95, 75), (34, 51), (21, 97), (48, 46), (40, 91), (56, 86), (2, 88), (28, 72), (42, 45), (70, 31)]",0.4423,0.5839,0.3558,0.5738,0.4423,0.5846,0.5839,0.4969,5
